sample,GPSC,merge_history
18787_3#18,4,
13091_4#59,4,
21903_8#274,4,
15995_2#158,4,
12378_4#40,4,
13353_7#85,4,
13091_1#43,4,
15940_7#46,4,
21946_6#164,4,
14566_8#12,4,
15940_7#76,4,
6570_1#11,4,
6512_4#7,4,
22984_8#14,4,
6593_2#24,4,
13414_1#80,4,
12673_6#57,4,
21946_6#324,4,
19341_3#24,4,
13353_7#69,4,
12291_4#81,4,
18814_1#56,4,
22695_3#127,4,
14673_2#77,4,
16043_2#62,4,
15940_5#3,4,
6999_4#23,4,
22695_3#66,4,
13681_1#53,4,
11861_3#21,4,
19084_7#31,4,
15940_1#54,4,
24820_2#353,4,
16453_3#37,4,
6999_5#22,4,
22709_8#299,4,
7622_4#3,4,
11657_1#76,4,
13710_1#69,4,
13414_2#16,4,
10868_6#62,4,
11860_7#40,4,
13091_4#50,4,
12291_5#84,4,
14673_1#70,4,
17175_7#34,4,
18814_1#67,4,
14672_3#22,4,
13091_2#91,4,
7622_2#22,4,
14555_4#44,4,
17794_4#56,4,
16934_1#88,4,
22695_3#160,4,
18814_2#77,4,
22695_3#82,4,
14673_1#43,4,
15940_3#16,4,
17059_8#56,4,
11860_6#51,4,
10208_2#22,4,
6925_1#49,4,
6999_4#10,4,
7553_5#51,4,
7001_1#2,4,
22695_3#281,4,
23584_8#141,4,
15277_1#10,4,
18814_2#34,4,
11861_3#12,4,
7001_3#16,4,
11658_1#3,4,
12299_1#42,4,
15940_5#7,4,
18787_3#16,4,
6512_1#3,4,
9950_2#25,4,
18814_1#20,4,
13414_4#35,4,
15940_7#25,4,
21946_6#291,4,
6470_6#18,4,
12673_6#8,4,
19341_2#175,4,
22695_3#55,4,
16404_7#46,4,
22695_3#64,4,
18787_3#3,4,
15191_8#42,4,
10868_6#73,4,
12299_1#39,4,
12378_4#71,4,
15682_7#61,4,
10868_6#58,4,
18814_1#26,4,
12274_5#58,4,
19341_3#87,4,
15940_7#70,4,
21946_6#341,4,
10208_2#35,4,
13414_2#86,4,
15191_7#2,4,
18814_1#24,4,
23584_8#180,4,
21946_6#327,4,
10678_7#74,4,
11860_8#34,4,
13710_1#35,4,
17794_3#63,4,
15940_7#14,4,
17262_1#23,4,
15682_6#34,4,
21903_6#176,4,
19341_3#89,4,
6952_7#1,4,
14672_3#25,4,
6999_5#20,4,
21946_6#197,4,
22709_8#330,4,
19341_3#82,4,
13091_2#85,4,
13091_3#1,4,
15191_6#58,4,
14673_3#68,4,
18787_3#6,4,
6925_2#80,4,
18814_2#6,4,
7553_5#64,4,
11860_1#93,4,
7001_3#6,4,
16399_8#50,4,
11861_3#73,4,
11826_1#2,4,
17794_4#29,4,
22695_3#89,4,
17794_3#82,4,
7622_5#69,4,
21946_6#273,4,
14566_8#23,4,
21946_6#180,4,
6512_2#13,4,
21946_6#320,4,
7622_5#66,4,
19084_8#175,4,
11893_1#70,4,
21903_8#283,4,
14520_8#83,4,
11860_6#80,4,
14673_2#7,4,
15873_7#72,4,
15191_8#65,4,
23733_1#100,4,
6472_6#14,4,
11826_1#77,4,
6470_4#12,4,
22984_8#5,4,
10868_6#38,4,
23495_7#46,4,
7622_4#22,4,
15191_5#28,4,
6999_5#2,4,
18814_1#17,4,
17966_5#131,4,
6823_8#7,4,
15608_5#92,4,
13091_2#90,4,
13681_1#4,4,
19787_6#49,4,
11826_4#30,4,
17794_4#71,4,
15682_5#73,4,
15940_4#47,4,
6570_1#16,4,
7001_3#22,4,
6470_6#21,4,
10208_2#46,4,
11860_1#29,4,
15874_8#19,4,
6512_5#13,4,
14566_8#46,4,
14566_8#35,4,
24820_2#282,4,
19341_3#85,4,
6486_5#11,4,
15873_8#23,4,
15874_8#68,4,
13091_1#85,4,
19341_3#59,4,
6999_7#13,4,
11826_3#28,4,
13414_2#24,4,
14673_1#39,4,
13091_1#38,4,
11511_8#41,4,
15608_4#32,4,
15940_1#84,4,
14520_8#34,4,
21053_8#116,4,
22695_3#192,4,
13091_4#29,4,
13091_4#44,4,
15191_5#68,4,
11861_1#92,4,
18814_1#34,4,
21946_6#296,4,
23584_8#171,4,
11860_1#3,4,
15191_6#27,4,
22695_3#21,4,
6925_1#50,4,
15940_1#25,4,
12274_6#57,4,
13154_3#54,4,
14673_2#24,4,
17794_5#26,4,
13710_2#12,4,
22695_3#81,4,
15874_8#82,4,
11893_8#13,4,
18814_1#49,4,
7622_4#5,4,
18814_1#69,4,
16043_2#59,4,
7553_6#1,4,
11861_2#87,4,
14913_6#42,4,
18090_2#172,4,
11826_3#83,4,
12837_5#30,4,
13710_2#68,4,
17794_4#45,4,
21903_8#226,4,
6925_1#67,4,
13091_1#84,4,
18814_2#64,4,
11657_8#17,4,
13710_1#56,4,
15940_6#42,4,
6512_3#21,4,
18787_3#13,4,
21946_6#41,4,
11826_1#80,4,
18814_2#8,4,
12291_5#66,4,
18787_3#25,4,
24861_1#61,4,
6569_8#18,4,
18787_3#2,4,
6512_3#8,4,
15940_4#3,4,
15940_7#41,4,
19084_8#121,4,
14913_4#51,4,
20427_4#38,4,
23584_8#133,4,
21946_6#200,4,
15874_8#28,4,
13091_2#45,4,
19787_6#58,4,
21903_8#38,4,
13091_3#26,4,
13682_1#53,4,
15191_6#22,4,
22695_3#108,4,
19341_3#111,4,
11658_2#92,4,
13091_3#36,4,
22695_3#157,4,
18787_3#8,4,
9950_2#47,4,
12274_5#33,4,
13091_3#84,4,
17794_4#46,4,
15682_7#5,4,
7553_5#54,4,
19646_1#92,4,
18814_1#33,4,
13224_7#29,4,
17966_5#114,4,
24775_1#60,4,
6823_8#8,4,
22695_3#305,4,
14566_8#95,4,
11826_1#51,4,
18814_2#43,4,
13091_4#7,4,
14566_8#94,4,
15608_2#75,4,
22695_3#92,4,
10868_6#43,4,
23495_7#7,4,
13091_3#19,4,
15191_7#62,4,
14673_3#1,4,
18787_3#23,4,
21053_8#77,4,
21946_6#174,4,
22695_3#6,4,
24820_2#224,4,
7622_5#50,4,
21903_8#332,4,
22841_2#83,4,
13414_1#2,4,
15940_5#41,4,
11679_1#33,4,
10868_5#39,4,
21903_8#163,4,
6999_1#14,4,
10868_5#20,4,
6952_4#18,4,
21946_6#309,4,
11658_2#49,4,
6486_6#15,4,
13414_2#31,4,
19341_2#174,4,
14566_8#86,4,
18814_1#41,4,
13414_1#38,4,
15940_3#81,4,
16404_8#66,4,
6470_6#6,4,
22695_3#268,4,
18814_1#28,4,
15940_6#9,4,
14673_2#27,4,
15191_8#16,4,
22695_3#228,4,
12291_4#77,4,
16404_8#16,4,
13682_1#55,4,
15682_6#33,4,
17794_4#16,4,
7001_2#19,4,
9950_1#66,4,
14673_4#14,4,
11826_3#26,4,
21946_6#125,4,
16399_8#14,4,
11657_8#27,4,
21946_6#100,4,
11861_2#73,4,
17794_4#67,4,
6999_1#23,4,
21903_8#249,4,
10868_6#60,4,
12378_4#16,4,
18787_3#5,4,
13224_7#34,4,
14673_3#73,4,
22709_8#305,4,
15995_1#17,4,
21946_6#289,4,
14673_3#4,4,
11822_1#50,4,
15940_5#67,4,
14673_4#33,4,
21242_2#129,4,
18814_1#32,4,
11679_1#5,4,
15940_6#59,4,
17794_5#70,4,
16399_8#46,4,
14673_3#20,4,
21946_6#116,4,
13091_3#11,4,
11860_8#25,4,
15682_7#70,4,
17175_7#44,4,
6512_6#7,4,
7622_2#10,4,
15940_7#60,4,
7622_2#9,4,
6999_4#2,4,
22709_8#353,4,
13414_3#37,4,
15940_1#41,4,
6925_2#91,4,
7622_4#20,4,
9950_2#50,4,
9950_3#47,4,
11826_4#26,4,
15191_6#78,4,
11657_8#9,4,
13682_1#95,4,
14672_3#5,4,
15940_2#20,4,
17138_5#79,4,
18814_1#57,4,
22709_8#367,4,
13414_2#87,4,
15191_8#50,4,
14520_8#9,4,
7622_2#39,4,
15682_8#15,4,
16399_8#68,4,
17794_4#37,4,
18787_3#12,4,
11893_1#52,4,
21903_8#264,4,
22695_3#37,4,
15873_7#71,4,
23584_8#188,4,
18814_1#35,4,
6952_4#20,4,
16453_3#15,4,
15940_6#75,4,
21903_8#267,4,
22695_3#164,4,
7553_4#18,4,
7622_3#88,4,
11860_1#90,4,
13682_1#85,4,
18814_2#55,4,
6999_6#20,4,
18814_2#44,4,
12274_6#13,4,
6472_8#11,4,
15940_5#85,4,
24820_2#346,4,
22695_3#146,4,
6512_4#22,4,
11826_3#23,4,
13681_1#21,4,
21903_8#85,4,
15940_1#51,4,
7622_3#57,4,
21903_8#118,4,
11511_7#65,4,
15682_7#62,4,
9950_3#72,4,
6999_3#17,4,
15873_8#51,4,
7622_4#9,4,
19084_7#21,4,
17794_4#61,4,
7622_4#33,4,
7553_4#35,4,
15874_8#33,4,
15873_8#32,4,
19787_5#54,4,
21999_8#5,4,
24775_1#74,4,
18814_2#70,4,
18814_1#52,4,
13414_3#66,4,
7622_2#48,4,
16453_3#63,4,
7001_2#3,4,
7622_5#89,4,
14520_8#76,4,
15191_6#66,4,
18090_2#19,4,
17794_4#8,4,
13681_1#49,4,
6486_6#14,4,
14673_2#85,4,
23584_8#84,4,
21946_6#54,4,
13681_1#93,4,
15940_2#24,4,
15940_5#65,4,
21946_6#92,4,
6569_8#2,4,
7553_5#65,4,
14566_8#9,4,
15873_8#28,4,
21903_6#177,4,
21946_6#6,4,
13710_2#2,4,
9950_3#14,4,
15874_8#3,4,
21903_8#285,4,
21946_6#81,4,
7622_5#77,4,
12378_4#13,4,
21053_8#80,4,
11657_8#12,4,
16404_8#52,4,
19341_2#137,4,
12274_5#24,4,
21946_6#201,4,
21946_6#80,4,
22695_3#167,4,
21903_8#317,4,
18814_2#1,4,
6925_1#53,4,
6486_5#3,4,
11860_1#12,4,
12291_4#29,4,
13091_2#94,4,
15940_6#11,4,
15191_5#64,4,
21903_8#17,4,
12291_4#40,4,
21946_6#357,4,
22695_3#36,4,
24775_1#123,4,
6952_4#23,4,
13091_1#29,4,
11893_1#78,4,
15940_3#8,4,
11826_4#24,4,
15873_6#53,4,
6999_1#5,4,
13091_1#59,4,
13091_1#82,4,
18814_1#51,4,
15682_2#21,4,
14673_4#34,4,
19341_3#65,4,
19341_3#8,4,
6925_2#86,4,
18787_3#7,4,
15940_6#32,4,
6999_7#11,4,
18787_3#21,4,
15940_7#80,4,
15940_3#55,6,
6569_4#15,6,
6649_1#18,6,
6246_4#8,6,
22114_6#54,6,
15940_7#23,6,
6246_2#8,6,
22841_3#8,6,
5242_2#8,6,
21242_2#145,6,
21999_8#11,6,
22841_3#77,6,
13681_1#62,6,
7001_1#16,6,
15682_1#89,6,
24820_2#266,6,
11657_4#78,6,
6925_1#63,6,
23584_8#152,6,
6551_7#13,6,
24820_2#248,6,
5789_2#3,6,
11860_8#59,6,
21999_7#152,6,
11826_1#64,6,
6570_2#2,6,
24775_1#137,6,
14566_4#84,6,
15191_5#29,6,
11679_1#75,6,
5789_2#2,6,
21127_2#136,6,
6187_7#16,6,
21127_2#73,6,
13154_2#45,6,
21999_7#128,6,
6470_4#24,6,
15682_6#55,6,
13091_6#73,6,
13091_5#38,6,
22027_1#148,6,
21127_2#105,6,
24861_1#303,6,
6551_7#6,6,
6551_7#7,6,
13154_3#52,6,
21127_1#35,6,
22841_4#9,6,
17794_8#149,6,
22841_3#41,6,
22841_3#173,6,
6470_5#7,6,
28042_2#153,6,
21127_2#101,6,
9953_7#26,6,
6246_3#9,6,
21127_1#119,6,
22667_8#68,6,
11657_4#75,6,
15608_3#1,6,
11657_8#57,6,
7553_6#13,6,
6569_6#22,6,
22667_7#185,6,
6678_3#16,6,
6570_3#2,6,
15608_3#93,6,
22027_1#32,6,
13091_2#17,6,
21999_7#169,6,
15873_8#49,6,
24861_1#129,6,
19084_8#148,6,
13224_7#38,6,
16404_7#62,6,
22841_3#59,6,
24861_1#334,6,
6246_3#11,6,
6470_3#11,6,
15682_1#17,6,
6570_2#10,6,
6678_3#4,6,
12274_6#26,6,
11861_5#39,6,
23430_2#151,6,
6570_2#21,6,
15682_1#66,6,
24775_1#135,6,
6187_5#7,6,
13091_3#9,6,
16043_2#71,6,
21127_1#170,6,
21127_2#95,6,
11861_5#21,6,
16453_3#21,6,
21127_1#97,6,
22984_8#89,6,
23430_4#90,6,
7553_6#33,6,
15940_2#43,6,
13091_3#27,6,
21127_2#117,6,
21127_2#75,6,
15873_6#80,6,
19084_7#167,6,
22335_7#67,6,
24820_2#153,6,
24820_2#277,6,
11657_8#39,6,
11826_1#44,6,
15608_5#79,6,
12299_2#54,6,
21127_2#74,6,
15682_1#51,6,
24775_1#126,6,
24820_2#314,6,
6187_6#3,6,
6731_2#24,6,
28042_2#175,6,
5789_1#10,6,
6570_3#10,6,
6246_2#18,6,
7553_6#18,6,
14257_1#94,6,
15682_1#49,6,
9950_3#29,6,
6570_2#16,6,
22841_3#106,6,
6187_4#21,6,
6569_6#14,6,
6551_7#21,6,
7622_3#53,6,
16043_2#35,6,
15682_5#69,6,
22841_1#158,6,
21127_2#173,6,
15608_5#28,6,
23164_8#114,6,
23430_4#32,6,
11791_1#23,6,
21127_1#108,6,
21999_8#6,6,
13091_2#36,6,
9950_2#67,6,
6187_7#7,6,
24820_2#152,6,
11860_7#24,6,
28042_2#207,6,
10868_6#33,6,
23204_4#145,6,
5901_6#8,6,
20925_3#91,6,
24820_2#269,6,
15608_3#15,6,
6570_2#17,6,
14723_3#19,6,
21999_7#102,6,
24820_2#112,6,
17966_5#170,6,
12291_2#72,6,
6649_1#12,6,
15682_1#71,6,
12299_2#9,6,
13091_6#67,6,
14723_4#7,6,
13414_3#73,6,
15608_4#63,6,
24820_2#249,6,
15940_3#1,6,
21127_2#85,6,
6972_4#2,6,
5901_5#12,6,
6187_7#3,6,
6570_2#14,6,
15682_1#4,6,
15682_6#26,6,
15682_5#72,6,
22841_3#146,6,
21999_7#167,6,
6187_6#11,6,
24861_1#67,6,
6187_5#16,6,
6570_2#11,6,
10071_4#1,6,
24820_2#156,6,
10071_4#61,6,
6805_1#9,6,
6569_7#7,6,
6551_7#4,6,
17966_5#176,6,
14723_1#11,6,
16453_3#11,6,
6246_3#14,6,
15873_8#52,6,
22114_6#50,6,
22695_3#292,6,
6470_6#9,6,
11679_1#12,6,
13224_7#11,6,
11511_8#61,6,
14723_6#74,6,
21127_2#42,6,
13091_1#79,6,
15873_6#39,6,
22027_1#33,6,
24820_2#154,6,
11822_1#80,6,
13154_2#86,6,
22841_2#136,6,
5789_2#4,6,
11860_7#88,6,
15608_3#42,6,
28042_2#322,6,
15608_5#68,6,
15874_8#15,6,
6551_7#20,6,
5901_6#6,6,
6246_3#8,6,
15940_2#61,6,
22667_8#46,6,
28042_2#203,6,
15608_5#69,6,
22114_6#1,6,
24775_1#28,6,
24820_2#297,6,
15940_7#65,6,
14673_4#2,6,
6570_2#19,6,
14412_3#56,6,
14673_1#25,6,
23430_3#128,6,
10050_2#15,6,
6187_4#23,6,
15608_3#29,6,
6570_2#4,6,
22841_2#12,6,
10868_6#37,6,
22841_2#186,6,
6187_5#14,6,
6472_7#22,6,
13414_3#12,6,
23164_8#105,6,
11860_8#71,6,
15940_6#1,6,
22841_3#76,6,
23164_8#95,6,
11861_5#29,6,
11861_4#49,6,
15940_7#22,6,
24820_2#278,6,
6938_5#10,6,
17794_7#50,6,
17966_5#153,6,
21127_2#100,6,
6649_1#3,6,
22695_3#57,6,
6570_2#3,6,
21242_2#126,6,
15940_7#62,6,
5468_2#4,6,
15682_7#20,6,
12299_2#27,6,
14673_1#38,6,
24820_2#231,6,
11861_4#83,6,
21999_7#166,6,
17794_4#51,6,
21127_1#83,6,
19084_7#55,6,
13414_1#5,6,
15874_8#43,6,
11658_1#11,6,
6731_2#9,6,
23430_1#110,6,
6187_4#1,6,
15682_5#86,6,
19536_2#69,6,
23204_4#122,6,
15873_8#8,6,
13091_6#2,6,
24820_2#172,6,
5789_1#1,6,
22841_3#121,6,
11679_1#57,6,
11826_1#73,6,
15608_5#36,6,
13414_3#5,6,
19536_2#70,6,
14673_2#41,6,
13091_2#95,6,
15682_7#18,6,
11822_1#81,6,
11860_5#45,6,
19084_7#93,6,
17794_8#131,6,
22841_4#23,6,
6187_6#12,6,
6470_3#3,6,
6246_2#13,6,
15682_1#65,6,
11860_5#50,6,
13681_1#37,6,
21127_2#63,6,
24820_2#211,6,
24861_1#50,6,
23430_1#128,6,
24820_2#159,6,
22335_7#116,6,
15682_7#46,6,
19084_8#50,6,
10050_2#25,6,
22841_3#61,6,
22841_3#182,6,
28042_2#98,6,
6678_3#3,6,
14723_6#57,6,
7553_6#31,6,
11860_8#88,6,
22027_1#88,6,
14673_2#17,6,
19787_5#68,6,
6631_7#17,6,
11657_4#76,6,
16043_2#53,6,
6187_5#1,6,
15873_7#19,6,
23204_4#59,6,
15608_4#45,6,
11657_8#58,6,
21127_2#9,6,
17138_4#57,6,
24861_1#165,6,
15608_5#35,6,
23164_8#142,6,
22841_3#104,6,
10071_4#30,6,
15608_2#14,6,
22841_2#135,6,
14555_4#85,6,
13681_1#92,6,
24820_2#160,6,
11511_8#14,6,
6999_6#2,6,
15608_5#48,6,
24820_2#292,6,
18814_1#43,6,
6187_4#22,6,
9953_7#29,6,
22841_3#60,6,
10208_2#17,6,
24820_2#166,6,
15682_8#58,6,
21999_7#118,6,
19084_7#145,6,
7622_5#76,6,
11657_8#40,6,
23430_3#132,6,
23164_8#159,6,
6246_2#7,6,
14257_1#29,6,
20925_3#47,6,
21127_2#126,6,
7622_3#81,6,
15682_2#59,6,
6246_4#3,6,
6470_4#22,6,
11657_8#75,6,
20427_5#19,6,
12291_2#2,6,
15940_4#27,6,
15682_4#6,6,
22841_3#167,6,
22695_3#239,6,
11893_1#23,6,
10050_2#80,6,
15940_1#55,6,
6570_3#16,6,
11822_1#9,6,
22841_4#188,6,
15873_6#27,6,
21127_2#137,6,
6649_1#4,6,
5901_5#10,6,
15608_5#76,6,
12299_2#16,6,
17794_8#148,6,
21127_2#187,6,
15682_5#56,6,
23430_4#3,6,
24820_2#289,6,
15608_4#62,6,
6569_5#8,6,
6649_1#2,6,
6649_1#14,6,
11860_7#48,6,
18090_1#127,6,
24820_2#175,6,
6551_7#9,6,
11657_4#86,6,
6570_2#18,6,
21242_2#144,6,
15940_1#49,6,
6551_7#17,6,
15940_7#21,6,
13091_3#3,6,
21903_8#91,6,
22841_3#113,6,
6551_7#8,6,
15682_2#12,6,
19084_7#68,6,
28042_2#211,6,
21127_2#118,6,
22841_3#57,6,
6570_2#12,6,
21127_1#44,6,
6246_2#20,6,
24861_1#31,6,
28042_2#334,6,
11861_2#7,6,
11826_4#52,6,
13414_1#48,6,
12291_6#92,6,
24820_2#162,6,
23164_8#126,6,
21946_6#234,6,
15682_6#59,6,
15873_8#20,6,
15874_8#66,6,
21127_2#102,6,
14566_6#42,6,
21242_2#150,6,
12673_6#56,6,
23430_3#186,6,
22984_8#10,6,
24820_2#239,6,
14723_1#6,6,
21127_1#166,6,
23584_8#153,6,
22335_7#97,6,
14673_1#1,6,
22841_3#165,6,
6730_3#15,6,
11822_1#21,6,
21127_1#175,6,
24775_1#31,6,
12291_2#57,6,
6246_2#19,6,
6470_5#18,6,
9950_2#66,6,
14673_2#68,6,
12291_3#31,6,
24820_2#190,6,
14673_4#22,6,
24820_2#284,6,
11657_4#66,6,
23204_4#55,6,
15940_3#45,6,
14673_3#58,6,
12291_5#19,6,
6470_5#10,6,
21242_2#125,6,
9953_7#45,6,
11679_1#73,6,
6569_6#21,6,
13091_3#17,6,
11657_1#70,6,
6570_3#6,6,
6187_4#20,6,
24820_2#146,6,
5192_8#4,6,
15608_5#29,6,
17794_8#141,6,
21127_2#130,6,
11679_1#82,6,
23204_4#4,6,
11657_8#49,6,
15940_3#44,6,
24820_2#245,6,
23430_3#73,6,
6246_2#22,6,
9950_2#26,6,
23430_2#95,6,
15682_6#6,6,
21127_2#129,6,
5789_1#7,6,
24775_1#35,6,
22841_3#22,6,
18090_1#93,6,
18814_1#46,6,
24820_2#262,6,
22667_8#51,6,
16043_2#82,6,
5789_2#6,6,
15940_1#20,6,
20925_3#68,6,
5901_7#5,6,
17794_8#137,6,
11511_7#42,6,
19084_8#20,6,
13091_4#33,6,
19084_8#161,6,
6736_4#14,6,
24820_2#170,6,
24861_1#123,6,
5749_6#6,6,
6569_4#17,6,
12291_4#4,6,
21127_1#74,6,
10050_2#68,6,
14723_6#56,6,
13681_1#36,6,
15873_7#14,6,
9953_7#3,6,
7001_2#5,6,
9953_7#11,6,
11860_6#27,6,
23430_3#162,6,
6187_6#10,6,
21127_2#45,6,
6570_2#5,6,
11679_1#45,6,
24861_1#338,6,
15682_5#55,6,
11861_4#85,6,
13091_4#93,6,
11657_8#34,6,
6732_1#6,6,
11826_1#65,6,
11893_8#2,6,
11860_8#66,6,
6570_2#1,6,
21127_2#17,6,
24861_1#104,6,
6649_1#20,6,
11826_3#56,6,
15682_5#61,6,
13414_8#61,6,
11860_7#3,6,
19084_7#171,6,
23430_3#84,6,
24861_1#110,6,
21127_2#18,6,
11860_8#24,6,
22841_1#10,6,
11826_4#56,6,
14673_4#13,6,
21127_2#127,6,
11860_6#18,6,
6569_6#12,6,
6649_1#17,6,
6569_4#19,6,
21127_2#156,6,
21999_7#144,6,
6649_1#11,6,
22841_2#140,6,
23584_8#159,6,
18814_2#12,6,
21242_2#122,6,
23164_8#81,6,
15682_6#77,6,
6569_4#21,6,
7553_6#19,6,
22841_3#107,6,
21242_2#137,6,
11822_8#37,6,
22114_6#45,6,
17794_7#47,6,
15608_5#44,6,
6569_5#6,6,
24820_2#238,6,
5901_2#8,6,
10050_2#72,6,
17794_8#134,6,
24820_2#251,6,
10868_6#31,6,
5901_3#8,6,
14723_3#5,6,
5901_2#5,6,
24820_2#139,6,
5789_1#11,6,
11511_7#87,6,
23430_4#74,6,
21127_2#29,6,
11861_4#71,6,
11657_8#48,6,
17794_4#39,6,
24861_1#133,6,
5901_7#8,6,
11822_1#46,6,
6551_7#12,6,
6246_2#6,6,
24775_1#129,6,
6569_5#1,6,
19084_7#62,6,
15608_2#43,6,
6569_6#18,6,
22841_1#42,6,
24820_2#158,6,
24820_2#247,6,
15608_2#2,6,
6570_2#15,6,
15940_5#5,6,
11861_4#78,6,
22027_1#79,6,
6246_2#1,6,
12291_5#8,6,
24861_1#29,6,
14937_1#12,6,
23430_1#27,6,
23430_2#85,6,
6949_1#18,6,
7553_6#32,6,
22841_2#145,6,
22841_3#26,6,
15682_1#43,6,
10050_2#62,6,
11791_1#7,6,
12291_3#61,6,
15608_3#25,6,
10868_6#28,6,
15608_2#25,6,
13091_6#52,6,
24820_2#337,6,
21127_2#148,6,
21999_7#154,6,
22114_6#82,6,
15873_7#16,6,
6187_7#2,6,
6569_5#3,6,
21127_1#10,6,
22841_3#80,6,
15608_2#90,6,
11893_8#33,6,
19084_8#82,6,
5789_1#6,6,
12274_5#8,6,
6551_7#15,6,
9950_2#61,6,
6649_1#19,6,
22841_1#73,6,
7553_6#8,6,
10050_2#81,6,
11679_1#69,6,
21127_2#24,6,
21127_2#176,6,
22841_2#1,6,
13414_2#30,6,
19084_7#89,6,
13091_3#64,6,
24820_2#155,6,
15608_4#42,6,
24820_2#174,6,
6925_4#19,6,
15873_6#67,6,
11822_1#85,6,
13091_4#34,6,
15608_5#88,6,
12299_2#43,6,
15608_5#85,6,
19536_2#55,6,
13414_2#33,6,
6570_3#17,6,
6187_6#15,6,
11861_1#53,6,
10868_6#29,6,
9950_3#79,6,
14723_6#59,6,
21127_2#157,6,
15682_6#79,6,
22841_3#75,6,
5901_5#6,6,
15682_8#67,6,
11657_4#9,6,
11657_8#36,6,
15873_6#28,6,
23430_2#118,6,
11657_4#77,6,
13414_2#23,6,
13091_3#13,6,
14520_8#33,6,
15682_7#39,6,
21127_1#105,6,
11860_7#52,6,
15608_5#55,6,
6569_6#15,6,
24775_1#105,6,
6551_7#14,6,
21127_2#113,6,
15682_6#43,6,
6570_3#9,6,
6187_6#9,6,
9953_7#75,6,
5901_5#9,6,
15608_5#62,6,
11657_8#35,6,
13091_3#16,6,
19084_7#172,6,
15873_7#15,6,
6570_3#7,6,
24820_2#302,6,
21999_7#120,6,
22841_4#117,6,
17794_7#57,6,
21127_2#175,6,
11860_8#64,6,
15608_2#73,6,
15682_6#27,6,
6570_2#13,6,
7622_2#29,6,
15682_2#6,6,
15608_5#43,6,
9950_2#55,6,
24820_2#43,6,
15682_7#11,6,
22841_4#125,6,
11511_7#40,6,
19084_8#56,6,
21127_1#49,6,
15873_7#20,6,
16453_3#19,6,
17794_4#92,6,
15682_1#3,6,
21127_2#59,6,
23733_1#108,6,
6569_6#17,6,
17150_6#80,6,
7622_5#75,6,
13091_2#71,6,
22667_8#67,6,
14257_1#13,6,
12291_2#24,6,
22841_3#81,6,
11893_1#65,6,
19536_2#54,6,
12291_3#59,6,
6246_3#10,6,
10868_6#34,6,
6570_3#5,6,
12291_2#81,6,
6246_2#12,6,
21127_2#90,6,
21999_7#134,6,
12291_5#65,6,
21127_1#118,6,
6570_3#18,6,
6569_6#11,6,
16453_3#47,6,
21127_2#8,6,
5789_2#12,6,
15682_1#28,6,
22841_3#185,6,
6246_3#21,6,
24820_2#148,6,
19536_2#66,6,
11679_1#61,6,
11860_8#75,6,
6649_1#16,6,
11826_4#57,6,
13091_3#85,6,
15682_1#55,6,
24820_2#230,6,
6678_3#9,6,
21127_1#67,6,
21127_2#171,6,
11679_1#79,6,
11511_7#11,6,
12291_1#68,6,
13154_3#29,6,
15682_1#82,6,
24820_2#226,6,
11822_8#30.contigs_spades.fa,6,
22841_2#72,6,
15608_3#89,6,
6187_7#1,6,
22841_3#13,6,
13415_7#57,6,
18814_1#63,6,
11860_5#24,6,
19787_5#82,6,
23430_3#149,6,
5159_3#9,6,
6732_1#5,6,
12291_1#72,6,
19536_2#80,6,
21999_7#141,6,
22695_3#56,6,
12291_1#81,6,
15873_8#48,6,
23164_8#110,6,
24820_2#192,6,
24820_2#196,6,
21999_8#63,6,
21127_2#181,6,
21127_1#70,6,
13154_2#56,6,
11657_2#76,6,
19084_7#75,6,
21999_8#2,6,
22335_7#124,6,
28042_2#352,6,
21999_8#42,6,
23164_8#90,6,
21999_7#180,6,
21127_1#186,6,
15682_8#52,6,
24861_1#4,6,
21127_2#98,6,
22841_3#30,6,
11893_1#82,6,
15608_2#29,6,
22114_6#68,6,
15608_2#74,6,
15682_8#14,6,
11860_6#14,6,
11860_7#65,6,
21053_8#43,6,
21999_7#121,6,
6512_4#15,6,
6930_8#10,6,
23430_1#36,6,
24820_2#176,6,
19787_6#51,6,
21053_8#64,6,
6246_2#5,6,
14410_8#44,6,
6649_1#1,6,
11791_1#17,6,
11657_4#84,6,
15608_5#83,6,
22841_3#120,6,
23584_8#104,6,
7011_3#2,6,
19536_2#76,6,
24820_2#165,6,
7553_6#21,6,
14673_2#63,6,
23430_1#35,6,
18090_1#65,6,
24775_1#130,6,
24861_1#51,6,
24820_2#135,6,
22841_3#5,6,
6246_2#4,6,
11511_8#26,6,
15682_5#53,6,
17794_8#153,6,
24820_2#129,6,
6569_6#13,6,
16453_3#26,6,
6246_2#10,6,
15682_5#89,6,
21053_8#134,6,
6470_6#10,6,
24820_2#252,6,
7622_4#24,6,
21127_2#142,6,
7622_5#62,6,
24820_2#276,6,
19084_7#155,6,
6246_2#21,6,
11860_5#28,6,
9953_7#81,6,
19084_8#37,6,
6246_3#13,6,
21127_2#119,6,
11826_1#62,6,
15682_7#16,6,
22841_3#56,6,
12291_4#25,6,
11860_7#16,6,
15874_8#20,6,
22695_3#11,6,
15608_3#37,6,
6805_1#24,6,
11861_5#17,6,
6551_7#18,6,
11657_4#49,6,
15682_6#60,6,
6569_6#16,6,
13091_6#18,6,
